Title,Location,Company,Salary,Synopsis,Level,Experience,Date Posted
Project Manager for Data,Abu Dhabi,Isharat,None,Experience as a Software Development business analyst. The Project Manager for Data role will play an integral role in bringing these key innovative technology…,None,None,2021-02-18
PROGRAMMER/ ANALYST,Abu Dhabi,AARIYA HEALTH CONSULTANCY,None,"Strong analytical skills with the ability to perform predictive modeling, quantitative and qualitative based data analysis.",None,None,2021-02-18
Accounts Admin,Abu Dhabi,JAMS HR Solutions,None,"Finance, reporting, Budgeting, financial planning, analyst, accounting, reconciliation. As a Accounts Admin you will be responsible for the below roles.",None,None,2021-03-14
Associate/Senior Associate - Credit Investments,None,Mubadala,None,Ensure the validity and reliability of all output and deliverables produced by Analysts / Senior Analysts. Ability to coach and manage Analysts/Senior Analysts.,Senior,None,2021-03-11
Investment Analyst (UAE National) CFA candidates only,None,Mubadala,None,"Investment Analyst (UAE National) CFA candidates only - (210037). Functional problem solving, and ability to quickly gather and synthesize data.",None,None,2021-03-06
Cyber Security Analyst / Associate,Abu Dhabi,Gulfconnexions.com,None,"Present information using data visualization techniques. Send your application to applications@gulfconnexions.com with the subject ""Cyber Security Analyst/…",None,None,2021-02-18
"Team Lead, Senior Intelligence Analyst",Abu Dhabi,Circinus LLC,None,Familiarity with various commercial and open-source data collection/analytic tools and methodologies. This position will manage a team of regional analysts that…,Senior,None,2021-02-18
ID - Strategy& - Senior Manager,Abu Dhabi,Strategy&,None,"They are also expected to coach the team on data analytics including but not limited to identification of valid data points, triangulation from multiple data…",Senior,None,2021-02-18
DevOps Engineer,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-03-10
Senior FPGA Engineer,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",Senior,None,2021-03-10
"Automation Testing Engineer/QA (Python, Robot Framework)",Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-03-10
Business Analyst (SAP) Project Based,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,Project is for 3 Months and extendable based on project requirement. Understanding of various SAP Functional modules. Design and Implement SAP Programs.,None,None,2021-02-18
"Deals, Capital Projects - Digital Environment - Senior Assoc...",Abu Dhabi,PwC,None,"To help us on this journey we are seeking talented, high performing, data scientists and data analysts. We are currently evolving our approach in how we deliver…",Senior,None,2021-02-18
C/C++ Software Engineer (Linux & Modern Principles),Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user-experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-03-09
Senior Specialist/ Strategic Analyst,Abu Dhabi,Marc Ellis Consulting,None,"The candidate should know how to structure complex issues, how to interpret and crunch data, how to intake and organise complicated insights from multiple…",Senior,None,2021-02-18
Agile Business Analyst / Tester (Payment Engine),Abu Dhabi,Marc Ellis Consulting,None,"Analysis and interpretation of Business Requirements, and where necessary, elicitation of further information from Business Analysts and Business Systems…",None,None,2021-02-23
IT Security Professional – senior,Abu Dhabi,Synergein Technology LLC,None,The Specific Skills of SOC analyst: Management o Data base security o Scripting language.  Develop and support security schemes to ensure that data is in…,Senior,8,2021-02-19
Senior Petrophysicist,Abu Dhabi,IDCMPS,None,Society of Petrophysicists and Well Log Analysts (SPWLA). Designs and proposes formation evaluation programs using open and cased hole logging technology to…,Senior,None,2021-02-18
Business Analyst,Abu Dhabi,SquadX (a Xische Company),None,Experience in analysing data to draw business-relevant conclusions and in data visualization techniques and tools. Define reporting and alerting requirements.,None,None,2021-02-18
2G - 4G Cellular Software Developer,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-03-09
Master Database Maintenance Supervisor- Microsoft Dynamics (...,Abu Dhabi,Adecco,None,"Adecco Middle East is currently recruiting for a Master Data Analyst-Microsoft Dynamics for one of our client based in Abu Dhabi, UAE.",None,None,2021-02-18
Senior React Developer,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",Senior,None,2021-03-14
Data Analytics - Risk Management,Abu Dhabi,Marc Ellis Consulting,None,"Manipulate data from internal and external sources to enrich risk data mart, using advance data engineering techniques. Should be a team player.",None,None,2021-02-18
Murex Developer,Abu Dhabi,SoHo Dragon,None,"MLC reporting , static data and limits import/export. Murex Market Data import / export (MDCS / MDRS and RTBS). Phone interview followed web conferencing call.",None,None,2021-02-18
Senior Embedded/Firmware Engineer,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",Senior,None,2021-03-10
Business Analyst – Regulatory Compliance,Abu Dhabi,Marc Ellis Consulting,None,"Responsible for identifying the key data requirement, data mappings, and core system enhancements for project implementation.",None,None,2021-02-18
Senior Software Engineer – C/C++,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user-experience for governmental organizations, empowering teams of data analysts to quickly identify…",Senior,None,2021-03-11
Technical Development Senior Officer,Abu Dhabi,SUNDUS RECRUITMENT & OUTSOURCING SERVICES LLC,None,"Ensure completeness of Data Migration through report verification. Management of database, data warehouse and Oracle Warehouse Builder deployment using formal…",Senior,None,2021-02-18
3G Cellular Technical Lead,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-03-09
RF Board (Frontend) Design Engineer,Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",None,None,2021-02-18
Senior Hardware Systems Engineer (RF),Abu Dhabi,BeamTrail,None,"BeamTrail works towards delivering the best solutions and user experience for governmental organizations, empowering teams of data analysts to quickly identify…",Senior,None,2021-03-10
BA Regulatory Compliance - Control Room,Abu Dhabi,Marc Ellis Consulting,None,"Check information, identify data breaks, and liaise with teams to ensure timely rectification of data extracts provided from different sources.",None,None,2021-02-18
Agile Business Analyst / Tester for Treasury management syst...,Abu Dhabi,Marc Ellis Consulting,None,"Agile Business Analyst / Tester for Treasury management systems. Analysis and interpretation of Business Requirements, and where necessary, elicitation of…",None,None,2021-02-22
Senior Associate/Vice President - Business Services & Indust...,None,Mubadala,None,Strong ability to coach Associates and Analysts. Ability to work with detailed financial data and to understand and communicate macro-implications.,Senior,None,2021-03-06
Microsoft dynamics CRM Technical Consultant,Ajman,ECS ME LLC,None,"Recommend improvements to existing applications and Data management. Communicate effectively with the business analyst, business leaders, and SMEs to ensure…",None,None,2021-03-11
Accountant,Fujairah,JAMS HR Solutions,None,"Finance, reporting, Budgeting, financial planning, analyst, accounting, reconciliation. Examining the proficiency of the software programs used to organize data…",None,None,2021-03-11
Data Entry Analyst - Warehouse,Sharjah,MINISO JAPAN - UAE,"3,000-5,000",A Leading Retail Company is looking for Experienced Data Analyst in warehouse. Must have minimum 1 year of UAE Experience in same field. Must Be good in Excel.,None,,2021-02-18
Flight Data Analyst,Sharjah,Aerotranscargo (ATC),None,We are looking for a professional Flight Data Analyst to join our Sharjah Operation Office. Provide effective and valid analysis of flight data to support the…,None,None,2021-03-14
BPT,Sharjah,Deloitte,None,Data conversion and interfacing activities; Provide assistance with data conversion and interfacing activities. Looking for a rewarding career?,None,None,2021-02-18
Details,Sharjah,University of Sharjah,None,Academic Applications Analyst (API Developer). Apply practical data governance/security standards and techniques to ensure efficient coding logic and trusted…,None,None,2021-03-18
